year,category,full_name,show,won
2002 - 8th Annual,CAST IN A MOTION PICTURE,MAGGIE SMITH,GOSFORD PARK,TRUE
2002 - 8th Annual,CAST IN A MOTION PICTURE,MICHAEL GAMBON,GOSFORD PARK,TRUE
2002 - 8th Annual,CAST IN A MOTION PICTURE,RICHARD E. GRANT,GOSFORD PARK,TRUE
2002 - 8th Annual,CAST IN A MOTION PICTURE,RYAN PHILLIPPE,GOSFORD PARK,TRUE
2002 - 8th Annual,CAST IN A MOTION PICTURE,SOPHIE THOMPSON,GOSFORD PARK,TRUE
2002 - 8th Annual,CAST IN A MOTION PICTURE,STEPHEN FRY,GOSFORD PARK,TRUE
2002 - 8th Annual,CAST IN A MOTION PICTURE,TOM HOLLANDER,GOSFORD PARK,TRUE
2002 - 8th Annual,CAST IN A MOTION PICTURE,CELIA WESTON,IN THE BEDROOM,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,MARISA TOMEI,IN THE BEDROOM,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,NICK STAHL,IN THE BEDROOM,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,SISSY SPACEK,IN THE BEDROOM,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,TOM WILKINSON,IN THE BEDROOM,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,WILLIAM MAPOTHER,IN THE BEDROOM,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,WILLIAM WISE,IN THE BEDROOM,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,ANDY SERKIS,LORD OF THE RINGS: THE FELLOWSHIP OF THE RING,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,BILLY BOYD,LORD OF THE RINGS: THE FELLOWSHIP OF THE RING,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,CATE BLANCHETT,LORD OF THE RINGS: THE FELLOWSHIP OF THE RING,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,CHRISTOPHER LEE,LORD OF THE RINGS: THE FELLOWSHIP OF THE RING,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,DOMINIC MONAGHAN,LORD OF THE RINGS: THE FELLOWSHIP OF THE RING,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,ELIJAH WOOD,LORD OF THE RINGS: THE FELLOWSHIP OF THE RING,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,HUGO WEAVING,LORD OF THE RINGS: THE FELLOWSHIP OF THE RING,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,IAN HOLM,LORD OF THE RINGS: THE FELLOWSHIP OF THE RING,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,IAN McKELLEN,LORD OF THE RINGS: THE FELLOWSHIP OF THE RING,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,JOHN RHYS-DAVIES,LORD OF THE RINGS: THE FELLOWSHIP OF THE RING,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,LIV TYLER,LORD OF THE RINGS: THE FELLOWSHIP OF THE RING,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,ORLANDO BLOOM,LORD OF THE RINGS: THE FELLOWSHIP OF THE RING,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,SEAN ASTIN,LORD OF THE RINGS: THE FELLOWSHIP OF THE RING,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,SEAN BEAN,LORD OF THE RINGS: THE FELLOWSHIP OF THE RING,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,VIGGO MORTENSEN,LORD OF THE RINGS: THE FELLOWSHIP OF THE RING,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,EWAN McGREGOR,MOULIN ROUGE,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,JIM BROADBENT,MOULIN ROUGE,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,JOHN LEGUIZAMO,MOULIN ROUGE,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,NICOLE KIDMAN,MOULIN ROUGE,FALSE
2002 - 8th Annual,CAST IN A MOTION PICTURE,RICHARD ROXBURGH,MOULIN ROUGE,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,,EVERYBODY LOVES RAYMOND,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,BRAD GARRETT,EVERYBODY LOVES RAYMOND,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,DORIS ROBERTS,EVERYBODY LOVES RAYMOND,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,MADYLIN SWEETEN,EVERYBODY LOVES RAYMOND,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,PATRICIA HEATON,EVERYBODY LOVES RAYMOND,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,PETER BOYLE,EVERYBODY LOVES RAYMOND,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,RAY ROMANO,EVERYBODY LOVES RAYMOND,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,,FRASIER,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,DAVID HYDE PIERCE,FRASIER,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,JANE LEEVES,FRASIER,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,JOHN MAHONEY,FRASIER,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,KELSEY GRAMMER,FRASIER,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,PERI GILPIN,FRASIER,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,,FRIENDS,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,COURTENEY COX,FRIENDS,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,DAVID SCHWIMMER,FRIENDS,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,JENNIFER ANISTON,FRIENDS,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,LISA KUDROW,FRIENDS,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,MATT Le BLANC,FRIENDS,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,MATTHEW PERRY,FRIENDS,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,,SEX AND THE CITY,TRUE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,CYNTHIA NIXON,SEX AND THE CITY,TRUE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,KIM CATTRALL,SEX AND THE CITY,TRUE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,KRISTIN DAVIS,SEX AND THE CITY,TRUE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,SARAH JESSICA PARKER,SEX AND THE CITY,TRUE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,DEBRA MESSING,WILL & GRACE,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,ERIC McCORMACK,WILL & GRACE,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,MEGAN MULLALLY,WILL & GRACE,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,SEAN HAYES,WILL & GRACE,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,SHELLEY MORRISON,WILL & GRACE,FALSE
2002 - 8th Annual,ENSEMBLE IN A COMEDY SERIES,,WILL AND GRACE,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,,CSI: CRIME SCENE INVESTIGATION,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,ERIC SZMANDA,CSI: CRIME SCENE INVESTIGATION,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,GARY DOURDAN,CSI: CRIME SCENE INVESTIGATION,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,GEORGE EADS,CSI: CRIME SCENE INVESTIGATION,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,JORJA FOX,CSI: CRIME SCENE INVESTIGATION,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,MARG HELGENBERGER,CSI: CRIME SCENE INVESTIGATION,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,PAUL GUILFOYLE,CSI: CRIME SCENE INVESTIGATION,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,ROBERT DAVID HALL,CSI: CRIME SCENE INVESTIGATION,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,WILLIAM PETERSEN,CSI: CRIME SCENE INVESTIGATION,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,,LAW & ORDER,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,ANGIE HARMON,LAW & ORDER,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,DIANNE WIEST,LAW & ORDER,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,ELISABETH RÖHM,LAW & ORDER,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,JERRY ORBACH,LAW & ORDER,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,JESSE L. MARTIN,LAW & ORDER,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,S. EPATHA MERKERSON,LAW & ORDER,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,SAM WATERSTON,LAW & ORDER,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,,SIX FEET UNDER,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,FRANCES CONROY,SIX FEET UNDER,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,FREDDY RODRIGUEZ,SIX FEET UNDER,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,JEREMY SISTO,SIX FEET UNDER,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,LAUREN AMBROSE,SIX FEET UNDER,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,MATHEW ST. PATRICK,SIX FEET UNDER,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL C. HALL,SIX FEET UNDER,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,PETER KRAUSE,SIX FEET UNDER,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,RACHEL GRIFFITHS,SIX FEET UNDER,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,RICHARD JENKINS,SIX FEET UNDER,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,,THE SOPRANOS,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,AIDA TURTURRO,THE SOPRANOS,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,DOMINIC CHIANESE,THE SOPRANOS,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,DREA DE MATTEO,THE SOPRANOS,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,EDIE FALCO,THE SOPRANOS,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,FREDERICO CASTELLUCCIO,THE SOPRANOS,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,JAMES GANDOLFINI,THE SOPRANOS,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,JAMIE-LYNN SIGLER,THE SOPRANOS,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,JOE PANTOLIANO,THE SOPRANOS,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,JOHN VENTIMIGLIA,THE SOPRANOS,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,LORRAINE BRACCO,THE SOPRANOS,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL IMPERIOLI,THE SOPRANOS,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,ROBERT ILER,THE SOPRANOS,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,STEVEN R. SCHIRRIPA,THE SOPRANOS,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,STEVEN VAN ZANDT,THE SOPRANOS,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,TONY SIRICO,THE SOPRANOS,FALSE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,,THE WEST WING,TRUE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,ALLISON JANNEY,THE WEST WING,TRUE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,BRADLEY WHITFORD,THE WEST WING,TRUE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,DULÉ HILL,THE WEST WING,TRUE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,JANEL MOLONEY,THE WEST WING,TRUE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,JOHN SPENCER,THE WEST WING,TRUE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,MARTIN SHEEN,THE WEST WING,TRUE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,RICHARD SCHIFF,THE WEST WING,TRUE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,ROB LOWE,THE WEST WING,TRUE
2002 - 8th Annual,ENSEMBLE IN A DRAMA SERIES,STOCKARD CHANNING,THE WEST WING,TRUE
2002 - 8th Annual,FEMALE COMEDY SERIES,PATRICIA HEATON,EVERYBODY LOVES RAYMOND,FALSE
2002 - 8th Annual,FEMALE COMEDY SERIES,JENNIFER ANISTON,FRIENDS,FALSE
2002 - 8th Annual,FEMALE COMEDY SERIES,KIM CATTRALL,SEX AND THE CITY,FALSE
2002 - 8th Annual,FEMALE COMEDY SERIES,SARAH JESSICA PARKER,SEX AND THE CITY,FALSE
2002 - 8th Annual,FEMALE COMEDY SERIES,MEGAN MULLALLY,WILL & GRACE,TRUE
2002 - 8th Annual,FEMALE DRAMA SERIES,LAUREN GRAHAM,GILMORE GIRLS,FALSE
2002 - 8th Annual,FEMALE DRAMA SERIES,TYNE DALY,JUDGING AMY,FALSE
2002 - 8th Annual,FEMALE DRAMA SERIES,EDIE FALCO,THE SOPRANOS,FALSE
2002 - 8th Annual,FEMALE DRAMA SERIES,LORRAINE BRACCO,THE SOPRANOS,FALSE
2002 - 8th Annual,FEMALE DRAMA SERIES,ALLISON JANNEY,THE WEST WING,TRUE
2002 - 8th Annual,FEMALE DRAMA SERIES,STOCKARD CHANNING,THE WEST WING,FALSE
2002 - 8th Annual,FEMALE LEAD ROLE,JENNIFER CONNELLY,A BEAUTIFUL MIND,FALSE
2002 - 8th Annual,FEMALE LEAD ROLE,RENEÉ ZELLWEGER,BRIDGET JONES'S DIARY,FALSE
2002 - 8th Annual,FEMALE LEAD ROLE,SISSY SPACEK,IN THE BEDROOM,FALSE
2002 - 8th Annual,FEMALE LEAD ROLE,JUDI DENCH,IRIS,FALSE
2002 - 8th Annual,FEMALE LEAD ROLE,HALLE BERRY,MONSTER'S BALL,TRUE
2002 - 8th Annual,FEMALE SUPPORTING ROLE,CATE BLANCHETT,BANDITS,FALSE
2002 - 8th Annual,FEMALE SUPPORTING ROLE,HELEN MIRREN,GOSFORD PARK,TRUE
2002 - 8th Annual,FEMALE SUPPORTING ROLE,DAKOTA FANNING,I AM SAM,FALSE
2002 - 8th Annual,FEMALE SUPPORTING ROLE,JUDI DENCH,THE SHIPPING NEWS,FALSE
2002 - 8th Annual,FEMALE SUPPORTING ROLE,CAMERON DIAZ,VANILLA SKY,FALSE
2002 - 8th Annual,FEMALE TV MOVIE OR MINISERIES,JUDY DAVIS,LIFE WITH JUDY GARLAND:ME AND MY SHADOWS,TRUE
2002 - 8th Annual,FEMALE TV MOVIE OR MINISERIES,SISSY SPACEK,MIDWIVES,FALSE
2002 - 8th Annual,FEMALE TV MOVIE OR MINISERIES,ANGELA BASSETT,RUBY'S BUCKET OF BLOOD,FALSE
2002 - 8th Annual,FEMALE TV MOVIE OR MINISERIES,ANJELICA HUSTON,THE MISTS OF AVALON,FALSE
2002 - 8th Annual,FEMALE TV MOVIE OR MINISERIES,EMMA THOMPSON,WIT,FALSE
2002 - 8th Annual,LIFE ACHIEVEMENT,EDWARD ASNER,N/A,TRUE
2002 - 8th Annual,MALE COMEDY SERIES,PETER BOYLE,EVERYBODY LOVES RAYMOND,FALSE
2002 - 8th Annual,MALE COMEDY SERIES,RAY ROMANO,EVERYBODY LOVES RAYMOND,FALSE
2002 - 8th Annual,MALE COMEDY SERIES,DAVID HYDE PIERCE,FRASIER,FALSE
2002 - 8th Annual,MALE COMEDY SERIES,KELSEY GRAMMER,FRASIER,FALSE
2002 - 8th Annual,MALE COMEDY SERIES,SEAN HAYES,WILL & GRACE,TRUE
2002 - 8th Annual,MALE DRAMA SERIES,DENNIS FRANZ,NYPD BLUE,FALSE
2002 - 8th Annual,MALE DRAMA SERIES,PETER KRAUSE,SIX FEET UNDER,FALSE
2002 - 8th Annual,MALE DRAMA SERIES,RICHARD DREYFUSS,THE EDUCATION OF MAX BICKFORD,FALSE
2002 - 8th Annual,MALE DRAMA SERIES,JAMES GANDOLFINI,THE SOPRANOS,FALSE
2002 - 8th Annual,MALE DRAMA SERIES,MARTIN SHEEN,THE WEST WING,TRUE
2002 - 8th Annual,MALE LEAD ROLE,RUSSELL CROWE,A BEAUTIFUL MIND,TRUE
2002 - 8th Annual,MALE LEAD ROLE,SEAN PENN,I AM SAM,FALSE
2002 - 8th Annual,MALE LEAD ROLE,TOM WILKINSON,IN THE BEDROOM,FALSE
2002 - 8th Annual,MALE LEAD ROLE,KEVIN KLINE,LIFE AS A HOUSE,FALSE
2002 - 8th Annual,MALE LEAD ROLE,DENZEL WASHINGTON,TRAINING DAY,FALSE
2002 - 8th Annual,MALE SUPPORTING ROLE,JIM BROADBENT,IRIS,FALSE
2002 - 8th Annual,MALE SUPPORTING ROLE,HAYDEN CHRISTENSEN,LIFE AS A HOUSE,FALSE
2002 - 8th Annual,MALE SUPPORTING ROLE,IAN McKELLEN,LORD OF THE RINGS: THE FELLOWSHIP OF THE RING,TRUE
2002 - 8th Annual,MALE SUPPORTING ROLE,BEN KINGSLEY,SEXY BEAST,FALSE
2002 - 8th Annual,MALE SUPPORTING ROLE,ETHAN HAWKE,TRAINING DAY,FALSE
2002 - 8th Annual,MALE TV MOVIE OR MINISERIES,BEN KINGSLEY,ANNE FRANK,TRUE
2002 - 8th Annual,MALE TV MOVIE OR MINISERIES,GREGORY HINES,BOJANGLES,FALSE
2002 - 8th Annual,MALE TV MOVIE OR MINISERIES,ALAN ALDA,CLUB LAND,FALSE
2002 - 8th Annual,MALE TV MOVIE OR MINISERIES,JAMES FRANCO,JAMES DEAN,FALSE
2002 - 8th Annual,MALE TV MOVIE OR MINISERIES,RICHARD DREYFUSS,THE DAY REAGAN WAS SHOT,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,ANNA PAQUIN,ALMOST FAMOUS,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,BILLY CRUDUP,ALMOST FAMOUS,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,FAIRUZA BALK,ALMOST FAMOUS,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,FRANCES McDORMAND,ALMOST FAMOUS,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,JASON LEE,ALMOST FAMOUS,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,KATE HUDSON,ALMOST FAMOUS,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,NOAH TAYLOR,ALMOST FAMOUS,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,PATRICK FUGIT,ALMOST FAMOUS,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,PHILIP SEYMOUR HOFFMAN,ALMOST FAMOUS,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,GARY LEWIS,BILLY ELLIOT,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,JAMIE BELL,BILLY ELLIOT,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,JAMIE DRAVEN,BILLY ELLIOT,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,JULIE WALTERS,BILLY ELLIOT,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,ALFRED MOLINA,CHOCOLAT,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,CARRIE-ANN MOSS,CHOCOLAT,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,HUGH O'CONOR,CHOCOLAT,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,JOHN WOOD,CHOCOLAT,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,JOHNNY DEPP,CHOCOLAT,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,JUDI DENCH,CHOCOLAT,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,JULIETTE BINOCHE,CHOCOLAT,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,LENA OLIN,CHOCOLAT,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,LESLIE CARON,CHOCOLAT,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,PETER STORMARE,CHOCOLAT,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,CONNIE NIELSEN,GLADIATOR,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,DEREK JACOBI,GLADIATOR,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,DJIMON HOUNSOU,GLADIATOR,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,JOAQUIN PHOENIX,GLADIATOR,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,OLIVER REED,GLADIATOR,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,RICHARD HARRIS,GLADIATOR,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,RUSSELL CROWE,GLADIATOR,FALSE
2001 - 7th Annual,CAST IN A MOTION PICTURE,ALBERT FINNEY,TRAFFIC,TRUE
2001 - 7th Annual,CAST IN A MOTION PICTURE,AMY IRVING,TRAFFIC,TRUE
2001 - 7th Annual,CAST IN A MOTION PICTURE,BENICIO DEL TORO,TRAFFIC,TRUE
2001 - 7th Annual,CAST IN A MOTION PICTURE,BENJAMIN BRATT,TRAFFIC,TRUE
2001 - 7th Annual,CAST IN A MOTION PICTURE,CATHERINE ZETA-JONES,TRAFFIC,TRUE
2001 - 7th Annual,CAST IN A MOTION PICTURE,"CLIFTON COLLINS, JR",TRAFFIC,TRUE
2001 - 7th Annual,CAST IN A MOTION PICTURE,D.W. MOFFETT,TRAFFIC,TRUE
2001 - 7th Annual,CAST IN A MOTION PICTURE,DENNIS QUAID,TRAFFIC,TRUE
2001 - 7th Annual,CAST IN A MOTION PICTURE,DON CHEADLE,TRAFFIC,TRUE
2001 - 7th Annual,CAST IN A MOTION PICTURE,ERIKA CHRISTENSEN,TRAFFIC,TRUE
2001 - 7th Annual,CAST IN A MOTION PICTURE,JACOB VARGAS,TRAFFIC,TRUE
2001 - 7th Annual,CAST IN A MOTION PICTURE,JAMES BROLIN,TRAFFIC,TRUE
2001 - 7th Annual,CAST IN A MOTION PICTURE,LUIS GUZMAN,TRAFFIC,TRUE
2001 - 7th Annual,CAST IN A MOTION PICTURE,MICHAEL DOUGLAS,TRAFFIC,TRUE
2001 - 7th Annual,CAST IN A MOTION PICTURE,MIGUEL FERRER,TRAFFIC,TRUE
2001 - 7th Annual,CAST IN A MOTION PICTURE,PETER RIEGERT,TRAFFIC,TRUE
2001 - 7th Annual,CAST IN A MOTION PICTURE,STEVEN BAUER,TRAFFIC,TRUE
2001 - 7th Annual,CAST IN A MOTION PICTURE,TOMAS MILIAN,TRAFFIC,TRUE
2001 - 7th Annual,CAST IN A MOTION PICTURE,TOPHER GRACE,TRAFFIC,TRUE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,,ALLY MCBEAL,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,CALISTA FLOCKHART,ALLY MCBEAL,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,GREG GERMANN,ALLY MCBEAL,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,JAMES LEGROS,ALLY MCBEAL,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,JANE KRAKOWSKI,ALLY MCBEAL,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,LISA NICOLE CARSON,ALLY MCBEAL,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,LUCY LIU,ALLY MCBEAL,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,PETER MACNICOL,ALLY MCBEAL,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,PORTIA DE ROSSI,ALLY MCBEAL,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,"ROBERT DOWNEY, JR.",ALLY MCBEAL,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,VONDA SHEPARD,ALLY MCBEAL,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,,FRASIER,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,DAVID HYDE PIERCE,FRASIER,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,JANE LEEVES,FRASIER,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,JOHN MAHONEY,FRASIER,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,KELSEY GRAMMER,FRASIER,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,PERI GILPIN,FRASIER,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,,FRIENDS,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,COURTENEY COX,FRIENDS,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,DAVID SCHWIMMER,FRIENDS,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,JENNIFER ANISTON,FRIENDS,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,LISA KUDROW,FRIENDS,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,MATT Le BLANC,FRIENDS,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,MATTHEW PERRY,FRIENDS,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,,SEX AND THE CITY,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,CYNTHIA NIXON,SEX AND THE CITY,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,KIM CATTRALL,SEX AND THE CITY,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,KRISTIN DAVIS,SEX AND THE CITY,FALSE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,SARAH JESSICA PARKER,SEX AND THE CITY,FALSE
